"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"theta[379]",0.0529,0.3541,-0.6157,-0.1858,0.0558,0.2965,0.7359,1.0008,1500
"theta[380]",-0.2169,0.395,-1.0139,-0.4912,-0.2097,0.0532,0.5281,1.0024,840
"theta[381]",0.298,0.3379,-0.3566,0.0707,0.2898,0.5272,0.9516,1,1500
"theta[382]",0.6167,0.3649,-0.0616,0.3705,0.618,0.8462,1.3716,1.0025,790
"theta[383]",0.0921,0.3337,-0.5615,-0.1282,0.1027,0.3208,0.7166,1.0017,1500
"theta[384]",-0.7038,0.3908,-1.503,-0.9725,-0.696,-0.431,0.009,1.0002,1500
"theta[385]",-0.3463,0.3404,-1.0206,-0.5759,-0.3382,-0.1124,0.2794,1.0004,1500
"theta[386]",-0.6768,0.3771,-1.4423,-0.9231,-0.6668,-0.4208,0.0437,1.0006,1500
"theta[387]",0.2133,0.3423,-0.4631,-0.0216,0.2177,0.4436,0.8782,1,1500
"theta[388]",-0.7232,0.3698,-1.464,-0.9648,-0.7197,-0.4779,-0.0031,1.0015,1300
"theta[389]",-1.254,0.4246,-2.107,-1.5483,-1.2394,-0.9664,-0.4526,1.0008,1500
"theta[390]",-0.0065,0.355,-0.7105,-0.2492,-0.0034,0.2339,0.7125,1.0001,1500
"theta[391]",-0.6454,0.3719,-1.37,-0.8984,-0.6254,-0.3903,0.0555,1.0011,1500
"theta[392]",-0.9721,0.3934,-1.7553,-1.2341,-0.9762,-0.7054,-0.2056,1.0002,1500
"theta[393]",0.3146,0.3429,-0.3643,0.0778,0.3195,0.5399,0.9837,1.0009,1500
"theta[394]",-0.2808,0.3398,-0.9548,-0.5116,-0.28,-0.0582,0.4091,1.003,660
"theta[395]",-0.7999,0.3878,-1.5846,-1.0614,-0.7969,-0.5467,-0.0447,1.001,1500
"theta[396]",1.0347,0.4467,0.2296,0.7148,1.0261,1.3189,1.949,1.0004,1500
"theta[397]",-0.1188,0.363,-0.8424,-0.346,-0.1142,0.1172,0.5978,1.0028,1500
"theta[398]",0.6768,0.3595,-0.0224,0.4284,0.6792,0.9097,1.3753,1.0004,1500
"theta[399]",-0.4081,0.3704,-1.166,-0.6504,-0.4082,-0.1585,0.313,1.0005,1500
"theta[400]",-2.1432,0.4578,-3.0708,-2.44,-2.133,-1.8242,-1.3007,1.0014,1500
"theta[401]",-1.0689,0.4248,-1.9357,-1.3383,-1.0598,-0.7788,-0.25,1.0002,1500
"theta[402]",0.5438,0.3544,-0.1196,0.2898,0.5357,0.7786,1.2674,1.0016,1200
"theta[403]",0.0168,0.3534,-0.684,-0.2235,0.0143,0.2716,0.7043,1.0003,1500
"theta[404]",0.9882,0.3845,0.2823,0.7246,0.9746,1.2385,1.777,1.0001,1500
"theta[405]",0.0561,0.3429,-0.6472,-0.1789,0.0665,0.2789,0.7383,1.0008,1500
"theta[406]",-1.4343,0.3913,-2.2429,-1.6886,-1.4279,-1.1674,-0.6972,1.0049,410
"theta[407]",-1.2972,0.4258,-2.1673,-1.5632,-1.2847,-1.0237,-0.4518,1.0022,920
"theta[408]",-0.628,0.3874,-1.4059,-0.877,-0.6145,-0.3632,0.1134,1.0001,1500
"theta[409]",0.2289,0.3396,-0.4072,0.0061,0.2284,0.4531,0.9106,1.0029,700
"theta[410]",0.1566,0.3655,-0.5533,-0.0861,0.1545,0.3984,0.9129,1.0001,1500
"theta[411]",-1.0034,0.3842,-1.7612,-1.2507,-1.0027,-0.7277,-0.295,1.0016,1500
"theta[412]",1.3832,0.4742,0.5548,1.0515,1.3661,1.6929,2.3366,1.0011,1500
"theta[413]",-0.7168,0.3824,-1.466,-0.9687,-0.7027,-0.4474,-0.0016,1.0028,1500
"theta[414]",-0.9894,0.3856,-1.7754,-1.2451,-0.9665,-0.7253,-0.3089,1.0012,1500
"theta[415]",-0.0183,0.329,-0.6717,-0.2385,-0.0134,0.206,0.6124,1.0004,1500
"theta[416]",1.9768,0.5707,0.9763,1.5862,1.9313,2.3187,3.2127,1.0001,1500
"theta[417]",0.3826,0.4076,-0.4288,0.1171,0.3785,0.6545,1.2066,1.0021,950
"theta[418]",0.539,0.396,-0.246,0.2753,0.521,0.7911,1.3637,1.001,1500
"theta[419]",-0.6247,0.3611,-1.3506,-0.8683,-0.6202,-0.3908,0.0742,1.0002,1500
"theta[420]",-0.523,0.3612,-1.2589,-0.7665,-0.5142,-0.2773,0.14,1.0006,1500
"theta[421]",-1.278,0.4143,-2.1197,-1.5615,-1.2558,-0.9999,-0.4907,1.0015,1300
"theta[422]",0.4969,0.4226,-0.3417,0.2123,0.5107,0.7705,1.3369,1.0003,1500
"theta[423]",0.11,0.3517,-0.5849,-0.128,0.1124,0.3428,0.782,1.0006,1500
"theta[424]",-0.9336,0.4155,-1.7705,-1.2012,-0.9315,-0.6526,-0.1383,1.0022,920
"theta[425]",-0.2718,0.3518,-0.9647,-0.5094,-0.2582,-0.0411,0.4229,1.0004,1500
"theta[426]",-0.4583,0.3528,-1.1665,-0.7029,-0.4407,-0.2296,0.2392,1.0007,1500
"theta[427]",0.3179,0.3507,-0.3547,0.0873,0.3138,0.559,1.0367,1.0017,1200
"theta[428]",-1.0922,0.4096,-1.9178,-1.376,-1.0803,-0.8043,-0.2984,1.0009,1500
"theta[429]",1.1459,0.4904,0.2544,0.805,1.1292,1.453,2.1692,1.0009,1500
"theta[430]",-0.1096,0.347,-0.7613,-0.3466,-0.1166,0.1113,0.589,1.0025,1500
"theta[431]",-0.978,0.3961,-1.7812,-1.2393,-0.9669,-0.6996,-0.24,1.0042,480
"theta[432]",-0.7492,0.3683,-1.4915,-0.9974,-0.7447,-0.5059,-0.0588,1.0014,1400
"theta[433]",0.3924,0.4018,-0.3905,0.1224,0.3916,0.6728,1.1866,1.0003,1500
"theta[434]",0.9744,0.3957,0.2536,0.696,0.9562,1.2314,1.7868,1.0025,820
"theta[435]",-1.0624,0.414,-1.9409,-1.3373,-1.0488,-0.7767,-0.3015,1.0008,1500
"theta[436]",-0.6166,0.3886,-1.383,-0.8766,-0.6154,-0.3515,0.1172,1.002,1100
"theta[437]",1.8598,0.5376,0.9184,1.4959,1.8212,2.184,3.023,1.0011,1500
"theta[438]",0.1073,0.3321,-0.571,-0.106,0.1126,0.3213,0.7434,1.0059,340
"theta[439]",-1.4411,0.4042,-2.2892,-1.6982,-1.4389,-1.1726,-0.6563,1,1500
"theta[440]",0.1261,0.348,-0.5649,-0.102,0.1301,0.3626,0.7828,1.0047,480
"theta[441]",1.1484,0.4504,0.3141,0.8443,1.1274,1.4316,2.1039,1.0002,1500
"theta[442]",-0.5284,0.3891,-1.3019,-0.7951,-0.5094,-0.2597,0.2056,1.0001,1500
"theta[443]",0.5447,0.3665,-0.1813,0.2991,0.5344,0.7925,1.2562,1.0017,1500
"theta[444]",-0.8592,0.3711,-1.6053,-1.1012,-0.8391,-0.609,-0.1664,1.0063,360
"theta[445]",0.3893,0.3633,-0.327,0.1406,0.3887,0.6359,1.1215,1.0006,1500
"theta[446]",1.1974,0.451,0.3748,0.8816,1.1638,1.4721,2.1875,1.0006,1500
"theta[447]",1.2208,0.4405,0.3969,0.9115,1.2174,1.5102,2.0733,1.0002,1500
"theta[448]",1.2329,0.4993,0.3853,0.8789,1.1909,1.5446,2.3491,1.0009,1500
"theta[449]",-0.4607,0.3482,-1.1571,-0.6957,-0.4546,-0.2232,0.1973,1.0037,540
"theta[450]",0.6278,0.3986,-0.1355,0.3599,0.6107,0.8863,1.4498,1.0008,1500
"theta[451]",0.7257,0.3829,0.0062,0.4567,0.7095,0.9717,1.5312,1.0038,530
"theta[452]",0.5278,0.3421,-0.1544,0.2952,0.5215,0.7626,1.2131,1.0019,1100
"theta[453]",2.1481,0.5534,1.1278,1.7543,2.1194,2.5327,3.2729,1.0003,1500
"theta[454]",-0.2382,0.3398,-0.9162,-0.4545,-0.2415,-0.0074,0.4333,1.0003,1500
"theta[455]",1.0433,0.4476,0.2081,0.7416,1.021,1.3376,1.9622,1.0024,1100
"theta[456]",-0.0806,0.3567,-0.7979,-0.3232,-0.0838,0.1556,0.6134,1.0007,1500
"theta[457]",-0.0134,0.3341,-0.675,-0.2276,-0.0039,0.2065,0.6421,1.002,1000
"theta[458]",-0.9858,0.3804,-1.7271,-1.2398,-0.9851,-0.7239,-0.267,1.0001,1500
"theta[459]",-1.2871,0.3966,-2.0802,-1.5464,-1.2743,-1.0245,-0.5293,1.0036,560
"theta[460]",-0.6048,0.3681,-1.3624,-0.8527,-0.5989,-0.3571,0.0849,1.001,1500
"theta[461]",0.951,0.4015,0.2479,0.6672,0.9327,1.2029,1.7722,1.002,1500
"theta[462]",-0.965,0.4098,-1.8023,-1.2399,-0.9565,-0.6879,-0.1922,1.0021,930
"theta[463]",1.0119,0.4586,0.1699,0.6846,0.9854,1.2879,1.9943,1.0013,1500
"theta[464]",-0.0092,0.337,-0.6878,-0.2405,3e-04,0.2276,0.6344,1.0008,1500
"theta[465]",1.5529,0.5845,0.5057,1.1563,1.5378,1.913,2.7949,1.0019,1000
"theta[466]",-0.6465,0.3906,-1.3824,-0.9122,-0.643,-0.3788,0.0885,1.0004,1500
"theta[467]",1.0082,0.3981,0.2635,0.7392,0.9921,1.264,1.8526,1.0012,1500
"theta[468]",0.0911,0.3605,-0.5847,-0.152,0.0826,0.3449,0.7955,1.0008,1500
"theta[469]",-1.1214,0.3945,-1.9093,-1.3785,-1.1131,-0.8366,-0.384,1.0007,1500
"theta[470]",-0.0624,0.3525,-0.7727,-0.298,-0.0607,0.1931,0.615,1.0003,1500
"theta[471]",-0.6354,0.4144,-1.4407,-0.9267,-0.628,-0.3511,0.1384,1.0001,1500
"theta[472]",1.0705,0.525,0.1592,0.6922,1.047,1.3932,2.1816,1.0012,1500
"theta[473]",1.2611,0.4674,0.4079,0.9504,1.2349,1.5322,2.2701,1.0025,790
"theta[474]",-0.0999,0.3326,-0.7891,-0.3266,-0.1004,0.1319,0.5238,1.002,1000
"theta[475]",-1.4285,0.4121,-2.2533,-1.7087,-1.4236,-1.1438,-0.6711,1.0015,1300
"theta[476]",-1.0253,0.3942,-1.7833,-1.2978,-1.021,-0.7569,-0.2916,1.0013,1500
"theta[477]",-0.3709,0.3773,-1.1421,-0.6089,-0.3444,-0.1309,0.3584,1.0012,1500
"theta[478]",-0.5795,0.3737,-1.3279,-0.8383,-0.5676,-0.3269,0.13,1.0009,1500
"theta[479]",-0.889,0.4004,-1.6381,-1.159,-0.8791,-0.6169,-0.1061,1.0023,1400
"theta[480]",-0.635,0.4172,-1.4535,-0.8989,-0.6258,-0.3614,0.1751,1.0009,1500
"theta[481]",0.1519,0.3878,-0.5986,-0.0959,0.1427,0.41,0.9516,1.0009,1500
"theta[482]",-0.1287,0.3308,-0.7722,-0.3561,-0.1268,0.1023,0.4932,1.0004,1500
"theta[483]",-0.3417,0.3432,-1.0049,-0.5611,-0.3402,-0.1073,0.3182,1.0017,1200
"theta[484]",0.672,0.4044,-0.0522,0.386,0.6511,0.9372,1.5238,1.0002,1500
"theta[485]",0.0801,0.356,-0.5908,-0.158,0.0831,0.3117,0.792,1.0001,1500
"theta[486]",-1.3489,0.4105,-2.1937,-1.6089,-1.3397,-1.0736,-0.5435,1.001,1500
"theta[487]",0.7134,0.3965,-0.033,0.4455,0.7167,0.9653,1.5008,1.0011,1500
"theta[488]",0.7295,0.3707,0.0044,0.4861,0.7228,0.97,1.5137,1.0007,1500
"theta[489]",-0.5951,0.3874,-1.4059,-0.8343,-0.5737,-0.3378,0.1143,1.0001,1500
"theta[490]",1.2508,0.4452,0.4408,0.9461,1.2204,1.5372,2.1372,1.0031,730
"theta[491]",-0.9688,0.3986,-1.8089,-1.2156,-0.9612,-0.684,-0.2286,1.002,980
"theta[492]",-1.077,0.3934,-1.8572,-1.323,-1.0877,-0.8027,-0.3377,1.0009,1500
"theta[493]",-1.847,0.4744,-2.8203,-2.1464,-1.8339,-1.5304,-0.9548,1.0035,810
"theta[494]",-1.0976,0.3988,-1.8878,-1.368,-1.0927,-0.8386,-0.3306,1.0008,1500
"theta[495]",0.9049,0.4324,0.1098,0.6143,0.8875,1.1866,1.7925,1.0007,1500
"theta[496]",-0.5573,0.3772,-1.3199,-0.7985,-0.547,-0.3145,0.1584,1.0001,1500
"theta[497]",-0.5818,0.3611,-1.3055,-0.8176,-0.5745,-0.3424,0.1223,1.0012,1500
"theta[498]",0.8596,0.4057,0.1018,0.5786,0.8448,1.128,1.6697,1.0029,690
"theta[499]",1.1999,0.4087,0.4152,0.9126,1.192,1.4686,2.0242,1.0003,1500
"theta[500]",0.462,0.3718,-0.2383,0.2117,0.45,0.71,1.2103,1.0001,1500
